audiencia_id,fecha_audiencia,fecha_limite_oferta,vigencia_inicio,vigencia_fin,tipo_mercado,agente_codigo,agente_iniciales,agente_nombre,cantidad_ofertada,precio_oferta,pct_adjudicado,adjudicada,tipo_curva,ipp_fecha,producto_id,oferta_num
CP-BIAC2022-001,2022-09-23,2022-09-13,2022-01-11,2022-12-31,Regulado,DCLC,DCL,Dclc,2.951615,286.0,0.0,False,PLANO,2022-01-08,1,1.0
CP-BIAC2022-001,2022-09-23,2022-09-13,2023-01-01,2027-12-31,Regulado,DCLC,DCL,Dclc,306.802922004,297.0,100.0,True,CURVA,2022-01-08,4,1.0
CP-BIAC2022-001,2022-09-23,2022-09-13,2022-01-11,2022-12-31,Regulado,EPMG,EPM,Epm,2.951615,280.27,0.0,False,PLANO,2022-01-08,1,1.0
CP-BIAC2022-002,2022-12-23,2022-12-12,2023-01-02,2038-12-31,Regulado,NMRC,NMR,Enermás,695.76629,266.02614525139666,100.0,True,CURVA,2022-01-10,1,1.0
CP-BIAC2022-002,2022-12-23,2022-12-12,2023-01-02,2038-12-31,Regulado,TRMG,TRM,Termotasajero,775.04729,309.0,0.0,False,CURVA,2022-01-10,1,1.0
CP-BIAC2023-001,2023-04-05,2023-03-23,2024-01-01,2024-12-31,Regulado,CHVG,CHV,Aes,10.248000000000001,330.5,0.0,False,PLANO,2022-01-01,2,1.0
CP-BIAC2023-001,2023-04-05,2023-03-23,2024-01-01,2024-12-31,Regulado,CHVG,CHV,Aes,10.248000000000001,338.76,0.0,False,PLANO,2022-01-01,2,2.0
CP-BIAC2023-001,2023-04-05,2023-03-23,2024-01-01,2024-12-31,Regulado,SPRG,SPR,Esprod,18.998683200000002,313.5,100.0,True,PLANO,2022-01-01,2,1.0
CP-BIAC2023-001,2023-04-05,2023-03-23,2025-01-01,2025-12-31,Regulado,SPRG,SPR,Esprod,20.999864304,315.0,0.0,False,PLANO,2022-01-01,3,1.0
CP-BIAC2023-002,2023-04-21,2023-04-10,2026-01-01,2038-12-31,Regulado,CNRC,CNR,Coenersa,626.736,274.7323076923077,0.0,False,PLANO,2022-01-02,1,1.0
CP-BIAC2023-003,2023-06-23,2023-06-08,2024-01-01,2024-12-31,Regulado,TRMG,TRM,Termotasajero,43.92,389.98,100.0,True,PLANO,2023-01-05,2,1.0
CP-BIAC2023-003,2023-06-23,2023-06-08,2024-01-01,2024-12-31,Regulado,TRMG,TRM,Termotasajero,43.92,396.98,100.0,True,PLANO,2023-01-05,2,2.0
CP-BIAC2023-003,2023-06-23,2023-06-08,2025-01-01,2025-12-31,Regulado,TRMG,TRM,Termotasajero,43.800000000000004,336.98,100.0,True,PLANO,2023-01-05,3,1.0
CP-BIAC2023-003,2023-06-23,2023-06-08,2025-01-01,2025-12-31,Regulado,TRMG,TRM,Termotasajero,43.800000000000004,339.98,100.0,True,PLANO,2023-01-05,3,2.0
CP-BIAC2023-004,2023-08-05,2023-07-25,2023-01-09,2024-12-31,Regulado,SPRG,SPR,Esprod,96.1171553232,309.465,100.0,True,PLANO,2023-01-05,1,1.0
CP-BIAC2023-006,2023-10-27,2023-10-17,2023-01-12,2025-12-31,Regulado,NTCG,NTC,Nitroenergy,152.78430937535998,376.9764,100.0,True,CURVA,2023-01-07,1,1.0
CP-BIAC2023-007,2023-12-29,2023-12-15,2024-01-02,2027-12-31,Regulado,BTGC,BTG,Btg,33.120000000000005,392.0,0.0,False,PLANO,2023-01-11,1,1.0
CP-BIAC2023-007,2023-12-29,2023-12-15,2024-01-02,2027-12-31,Regulado,CHVG,CHV,Aes,108.04,348.74615384615385,100.0,True,PLANO,2023-01-11,1,1.0
CP-BIAC2023-007,2023-12-29,2023-12-15,2027-01-01,2038-12-31,Regulado,ISGG,ISG,Isagen,173.5668,290.85,0.0,False,PLANO,2023-01-11,3,1.0
CP-BIAC2023-007,2023-12-29,2023-12-15,2024-01-02,2027-12-31,Regulado,NMRG,NMR,Nmrg,68.63,465.694,100.0,True,PLANO,2023-01-11,1,1.0
CP-BIAC2023-007,2023-12-29,2023-12-15,2024-01-02,2027-12-31,Regulado,ZONC,ZON,Zonc,179.0,343.6367741935484,22.580645161290324,True,PLANO,2023-01-11,1,1.0
CP-BIAC2023-007,2023-12-29,2023-12-15,2024-01-02,2027-12-31,Regulado,ZONC,ZON,Zonc,102.59,354.8389473684211,24.31578947368421,True,PLANO,2023-01-11,1,2.0
CP-BIAC2023-007,2023-12-29,2023-12-15,2027-01-01,2038-12-31,Regulado,ZONC,ZON,Zonc,42.49,332.4,0.0,False,PLANO,2023-01-11,2,1.0
CP-BIAC2024-001,2024-06-13,2024-05-29,2027-01-01,2027-12-31,Regulado,EPMG,EPM,Epm,40.296,320.98,100.0,True,CURVA,2024-01-02,2,1.0
CP-BIAC2024-001,2024-06-13,2024-05-29,2028-01-01,2028-12-31,Regulado,EPMG,EPM,Epm,31.622400000000003,310.3,100.0,True,CURVA,2024-01-02,3,1.0
CP-BIAC2024-001,2024-06-13,2024-05-29,2029-01-01,2029-12-31,Regulado,EPMG,EPM,Epm,24.515600000000003,309.44,0.0,False,CURVA,2024-01-02,4,1.0
CP-BIAC2024-002,2024-12-11,2024-11-28,2025-01-01,2026-12-31,Regulado,CEOC,CEO,Ceo,22.27,365.39,0.0,False,PLANO,2024-01-09,1,1.0
CP-BIAC2025-002,2025-06-05,2025-05-22,2028-01-01,2028-12-31,Regulado,EPMG,EPM,Epm,12.290000000000001,378.0,0.0,False,CURVA,2025-01-02,4,1.0
CP-BIAC2025-003,2025-07-04,2025-06-19,2026-01-01,2026-12-31,Regulado,EXIC,EXI,Enerxia,8.59,404.0,100.0,True,CURVA,2025-04-01,1,1.0
CP-BIAC2025-003,2025-07-04,2025-06-19,2027-01-01,2027-12-31,Regulado,EXIC,EXI,Enerxia,15.46,379.0,100.0,True,CURVA,2025-04-01,3,1.0
CP-BIAC2025-003,2025-07-04,2025-06-19,2028-01-01,2028-12-31,Regulado,EXIC,EXI,Enerxia,0.73,369.0,100.0,True,CURVA,2025-04-01,4,1.0
CP-BIAC2025-003,2025-07-04,2025-06-19,2029-01-01,2029-12-31,Regulado,EXIC,EXI,Enerxia,1.07,370.0,100.0,True,CURVA,2025-04-01,5,1.0
CP-BIAC2025-003,2025-07-04,2025-06-19,2030-01-01,2030-12-31,Regulado,EXIC,EXI,Enerxia,12.290000000000001,365.0,0.0,False,CURVA,2025-04-01,6,1.0
CP-BIAC2025-003,2025-07-04,2025-06-19,2026-01-01,2026-12-31,Regulado,TERG,TER,Termotasajero Dos,1.98,391.5,100.0,True,CURVA,2025-04-01,1,1.0
CP-BIAC2025-003,2025-07-04,2025-06-19,2026-01-01,2026-12-31,Regulado,TERG,TER,Termotasajero Dos,7.9,423.5,0.0,False,CURVA,2025-04-01,1,2.0
CP-BIAC2025-003,2025-07-04,2025-06-19,2027-01-01,2027-12-31,Regulado,TERG,TER,Termotasajero Dos,5.99,421.8999999999999,0.0,False,CURVA,2025-04-01,3,1.0
CP-BIAC2025-003,2025-07-04,2025-06-19,2027-01-01,2027-12-31,Regulado,TERG,TER,Termotasajero Dos,8.85,431.8999999999999,0.0,False,CURVA,2025-04-01,3,2.0
CP-BIAC2025-003,2025-07-04,2025-06-19,2028-01-01,2028-12-31,Regulado,TERG,TER,Termotasajero Dos,5.99,419.8999999999999,0.0,False,CURVA,2025-04-01,4,1.0
CP-BIAC2025-003,2025-07-04,2025-06-19,2028-01-01,2028-12-31,Regulado,TERG,TER,Termotasajero Dos,8.85,429.8999999999999,0.0,False,CURVA,2025-04-01,4,2.0
CP-BIAC2025-004,2025-08-28,2025-08-14,2027-01-01,2027-12-31,Regulado,EPMG,EPM,Epm,12.02,377.25,100.0,True,CURVA,2025-04-01,3,1.0
CP-BIAC2025-004,2025-08-28,2025-08-14,2026-01-01,2026-12-31,Regulado,NTCG,NTC,Nitroenergy,48.17,360.0,100.0,True,CURVA,2025-04-01,1,1.0
CP-BIAC2025-004,2025-08-28,2025-08-14,2026-01-01,2026-12-31,Regulado,SFEC,SFE,Santa Fe,5.07,398.9,54.44444444444444,True,CURVA,2025-04-01,2,1.0
CP-BIAC2025-004,2025-08-28,2025-08-14,2026-01-01,2026-12-31,Regulado,SPRG,SPR,Esprod,13.5,377.5,100.0,True,CURVA,2025-04-01,2,1.0
CP-BIAC2025-004,2025-08-28,2025-08-14,2026-01-01,2026-12-31,Regulado,TERG,TER,Termotasajero Dos,22.14,398.8,0.0,False,CURVA,2025-04-01,1,1.0
CP-BIAC2025-004,2025-08-28,2025-08-14,2026-01-01,2026-12-31,Regulado,TERG,TER,Termotasajero Dos,22.14,405.8,0.0,False,CURVA,2025-04-01,1,2.0
CP-BIAC2025-004,2025-08-28,2025-08-14,2026-01-01,2026-12-31,Regulado,TERG,TER,Termotasajero Dos,12.860000000000001,398.8,62.0,True,CURVA,2025-04-01,2,1.0
CP-BIAC2025-004,2025-08-28,2025-08-14,2026-01-01,2026-12-31,Regulado,TERG,TER,Termotasajero Dos,12.860000000000001,405.8,0.0,False,CURVA,2025-04-01,2,2.0
CP-BIAC2025-004,2025-08-28,2025-08-14,2027-01-01,2027-12-31,Regulado,TERG,TER,Termotasajero Dos,10.12,422.8999999999999,0.0,False,CURVA,2025-04-01,3,1.0
CP-BIAC2025-004,2025-08-28,2025-08-14,2027-01-01,2027-12-31,Regulado,TERG,TER,Termotasajero Dos,10.12,432.8999999999999,0.0,False,CURVA,2025-04-01,3,2.0
CP-BIAC2025-005,2025-11-21,2025-11-07,2026-01-01,2026-12-31,Regulado,BIAG,BIA,Biag,26.07,360.0,100.0,True,CURVA,2025-09-01,1,1.0
CP-BIAC2025-006,2026-01-16,2026-01-05,2026-02-12,2026-12-31,Regulado,BIAG,BIA,Biag,13.059999999999999,361.2857142857143,100.0,True,CURVA,2025-09-01,1,1.0
CP-BIAC2026-001,2026-03-03,2026-02-18,2026-04-01,2026-12-31,Regulado,CBYC,CBY,Carboenergy,7.880000000000001,376.25,0.0,False,CURVA,2025-12-01,1,1.0
CP-BIAC2026-001,2026-03-03,2026-02-18,2027-01-01,2027-12-31,Regulado,CHVG,CHV,Aes,15.83,361.0,100.0,True,CURVA,2025-12-01,2,1.0
CP-BIAC2026-001,2026-03-03,2026-02-18,2028-01-01,2028-12-31,Regulado,CHVG,CHV,Aes,11.919999999999998,365.0,100.0,True,CURVA,2025-12-01,3,1.0
CP-BIAC2026-001,2026-03-03,2026-02-18,2026-04-01,2026-12-31,Regulado,DEPG,DEP,Depi,20.6,350.29999999999995,0.0,False,CURVA,2025-12-01,1,1.0
CP-BIAC2026-001,2026-03-03,2026-02-18,2026-04-01,2026-12-31,Regulado,GASC,GAS,Generarco,13.110000000000001,355.0,50.0,True,CURVA,2025-12-01,1,1.0
CP-BIAC2026-001,2026-03-03,2026-02-18,2027-01-01,2027-12-31,Regulado,GASC,GAS,Generarco,17.74,386.0,25.0,True,CURVA,2025-12-01,2,1.0
CP-BIAC2026-001,2026-03-03,2026-02-18,2028-01-01,2028-12-31,Regulado,GASC,GAS,Generarco,11.89,384.0,33.333333333333336,True,CURVA,2025-12-01,3,1.0
CP-BIAC2026-001,2026-03-03,2026-02-18,2026-04-01,2026-12-31,Regulado,ISGG,ISG,Isagen,2.07,363.72,0.0,False,CURVA,2025-12-01,1,1.0
CP-BIAC2026-001,2026-03-03,2026-02-18,2027-01-01,2027-12-31,Regulado,ISGG,ISG,Isagen,3.1,394.42,60.0,True,CURVA,2025-12-01,2,1.0
CP-BIAC2026-001,2026-03-03,2026-02-18,2028-01-01,2028-12-31,Regulado,ISGG,ISG,Isagen,1.94,394.42,0.0,False,CURVA,2025-12-01,3,1.0
CP-BIAC2026-001,2026-03-03,2026-02-18,2026-04-01,2026-12-31,Regulado,QIEC,QIE,Qi,18.88,361.1725,12.5,True,CURVA,2025-12-01,1,1.0
CP-CASC2022-002,2022-11-24,2022-11-10,2027-01-01,2032-12-31,Regulado,CNRC,CNR,Coenersa,368.25600000000003,259.33,0.0,False,PLANA,2022-01-08,3,1.0
CP-CASC2022-002,2022-11-24,2022-11-10,2027-01-01,2032-12-31,Regulado,EPMG,EPM,Epm,540.3570000000001,237.67999999999998,100.0,True,PLANA,2022-01-08,3,1.0
CP-CASC2022-002,2022-11-24,2022-11-10,2024-01-01,2026-12-31,Regulado,NESC,NES,Nova Energy,70.56,295.33,0.0,False,PLANA,2022-01-08,2,1.0
CP-CASC2022-002,2022-11-24,2022-11-10,2027-01-01,2032-12-31,Regulado,NESC,NES,Nova Energy,129.6,249.97,26.2,True,PLANA,2022-01-08,3,1.0
CP-CASC2022-002,2022-11-24,2022-11-10,2027-01-01,2032-12-31,Regulado,NMRC,NMR,Enermás,964.923,261.5,0.0,False,PLANA,2022-01-08,3,1.0
CP-CASC2022-002,2022-11-24,2022-11-10,2024-01-01,2032-12-31,Regulado,NMRC,NMR,Enermás,624.979499976,249.89,100.0,True,PLANA,2022-01-08,4,1.0
CP-CASC2022-002,2022-11-24,2022-11-10,2027-01-01,2032-12-31,Regulado,PRYC,PRY,Proenergy,723.441,240.72999999999996,35.0,True,PLANA,2022-01-08,3,1.0
CP-CASC2022-002,2022-11-24,2022-11-10,2024-01-01,2026-12-31,Regulado,SPRG,SPR,Esprod,727.8000000000001,295.3,92.65666666666667,True,PLANA,2022-01-08,2,1.0
CP-CASC2022-002,2022-11-24,2022-11-10,2027-01-01,2032-12-31,Regulado,SPRG,SPR,Esprod,1029.852,259.82,0.0,False,PLANA,2022-01-08,3,1.0
CP-CASC2022-002,2022-11-24,2022-11-10,2024-01-01,2032-12-31,Regulado,SPRG,SPR,Esprod,106.8624,251.69,99.0,True,PLANA,2022-01-08,4,1.0
CP-CASC2023-001,2023-09-06,2023-08-24,2027-01-01,2033-12-31,Regulado,EPMG,EPM,Epm,366.4841182913472,272.86428571428576,91.3,True,CURVA,2023-01-08,2,1.0
CP-CASC2023-001,2023-09-06,2023-08-24,2024-01-01,2033-12-31,Regulado,GASC,GAS,Generarco,164.34214128,281.75,100.0,True,CURVA,2023-01-08,1,1.0
CP-CASC2023-001,2023-09-06,2023-08-24,2024-01-01,2033-12-31,Regulado,IAEC,IAE,Ia Energía,68.01599999999999,325.3863636363636,72.72727272727273,True,CURVA,2023-01-08,1,1.0
CP-CASC2023-001,2023-09-06,2023-08-24,2024-01-01,2033-12-31,Regulado,ISGG,ISG,Isagen,149.112152,281.04699999999997,80.0,True,CURVA,2023-01-08,1,1.0
CP-CASC2023-001,2023-09-06,2023-08-24,2027-01-01,2033-12-31,Regulado,ISGG,ISG,Isagen,238.709499984,283.04,63.68,True,CURVA,2023-01-08,2,1.0
CP-CASC2023-001,2023-09-06,2023-08-24,2024-01-01,2033-12-31,Regulado,NTCG,NTC,Nitroenergy,711.4999999999999,338.4244444444445,38.333333333333336,True,CURVA,2023-01-08,1,1.0
CP-CASC2023-001,2023-09-06,2023-08-24,2024-01-01,2033-12-31,Regulado,NTCG,NTC,Nitroenergy,181.27524999999997,338.44000000000005,100.0,True,PLANA,2023-01-08,3,1.0
CP-CASC2023-001,2023-09-06,2023-08-24,2024-01-01,2033-12-31,Regulado,SPRG,SPR,Esprod,168.0,356.0658904109589,17.80821917808219,True,CURVA,2023-01-08,1,1.0
CP-CASC2023-002,2023-12-28,2023-12-15,2024-01-01,2024-12-31,Regulado,NTCG,NTC,Nitroenergy,19.03,499.98,0.0,False,PLANO,2023-01-09,1,1.0
CP-CASC2024-002,2024-12-17,2024-12-06,2025-01-01,2025-12-31,Regulado,SPRG,SPR,Esprod,6.4,418.0,100.0,True,CURVA,2024-01-10,1,1.0
CP-CASC2024-002,2024-12-17,2024-12-06,2026-01-01,2026-12-31,Regulado,SPRG,SPR,Esprod,10.0,378.5,100.0,True,CURVA,2024-01-10,2,1.0
CP-CASC2024-002,2024-12-17,2024-12-06,2027-01-01,2028-12-31,Regulado,SPRG,SPR,Esprod,40.03,353.0,0.0,False,CURVA,2024-01-10,3,1.0
CP-CASC2024-002,2024-12-17,2024-12-06,2025-01-01,2025-12-31,Regulado,VCHG,VCH,Vchg,1.6,490.0,0.0,False,CURVA,2024-01-10,1,1.0
CP-CASC2025-001,2025-06-17,2025-06-05,2025-12-01,2025-12-31,Regulado,CMXG,CMX,Cemex Energy,5.5,380.0,100.0,True,PLANO,2025-04-01,1,1.0
CP-CASC2025-001,2025-06-17,2025-06-05,2027-01-01,2028-12-31,Regulado,DUCG,DUC,Ducg,11.26,368.0,50.0,True,CURVO,2025-04-01,3,1.0
CP-CASC2025-001,2025-06-17,2025-06-05,2027-01-01,2028-12-31,Regulado,EPMG,EPM,Epm,70.916,369.54,100.0,True,CURVO,2025-04-01,3,1.0
CP-CASC2025-001,2025-06-17,2025-06-05,2029-01-01,2038-12-31,Regulado,NTCG,NTC,Nitroenergy,910.4300000000001,337.0,100.0,True,CURVO,2025-04-01,4,1.0
CP-CASC2025-002,2025-09-29,2025-09-18,2025-12-01,2025-12-31,Regulado,BTGC,BTG,Btg,3.88,330.0,0.0,False,CURVA,2025-07-01,1,1.0
CP-CASC2025-002,2025-09-29,2025-09-18,2025-12-01,2025-12-31,Regulado,BTGC,BTG,Btg,3.88,340.0,0.0,False,CURVA,2025-07-01,1,2.0
CP-CASC2025-002,2025-09-29,2025-09-18,2025-12-01,2025-12-31,Regulado,BTGC,BTG,Btg,3.88,350.0,0.0,False,CURVA,2025-07-01,1,3.0
CP-CASC2025-002,2025-09-29,2025-09-18,2025-12-01,2025-12-31,Regulado,CMXG,CMX,Cemex Energy,1.5,359.0,0.0,False,CURVA,2025-07-01,1,1.0
CP-CASC2025-002,2025-09-29,2025-09-18,2025-12-01,2025-12-31,Regulado,DEPG,DEP,Depi,3.5,299.89,0.0,False,CURVA,2025-07-01,1,1.0
CP-CASC2025-002,2025-09-29,2025-09-18,2025-12-01,2025-12-31,Regulado,DUCG,DUC,Ducg,3.5,460.0,0.0,False,CURVA,2025-07-01,1,1.0
CP-CASC2025-002,2025-09-29,2025-09-18,2025-12-01,2025-12-31,Regulado,EPMG,EPM,Epm,11.6,298.85,100.0,True,CURVA,2025-07-01,1,1.0
CP-CASC2025-003,2025-10-09,2025-09-30,2026-01-01,2026-12-31,Regulado,TYPG,TYP,Termoyopal,17.151,379.0,100.0,True,PLANO,2025-07-01,1,1.0
CP-CASC2025-003,2025-10-09,2025-09-30,2027-01-01,2027-12-31,Regulado,TYPG,TYP,Termoyopal,17.012,365.0,100.0,True,PLANO,2025-07-01,2,1.0
CP-CASC2025-004,2025-10-29,2025-10-20,2026-01-01,2027-12-31,Regulado,DUCG,DUC,Ducg,3.51809,553.55,0.0,False,CURVA,2025-08-01,1,1.0
CP-CASC2025-005,2025-11-18,2025-11-06,2029-01-01,2038-12-31,Regulado,EBPC,EBP,Eebp,91.213899,430.0,0.0,False,CURVA,2025-09-01,1,1.0
CP-CASC2025-005,2025-11-18,2025-11-06,2029-01-01,2038-12-31,Regulado,EBPC,EBP,Eebp,47.561799,380.0,0.0,False,CURVA,2025-09-01,1,2.0
CP-CDNC2023-001,2023-04-12,2023-03-28,2023-01-06,2023-12-31,Regulado,EGRC,EGR,Egrc,7.416,384.85,100.0,True,CURVA,2023-01-02,1,1.0
CP-CDNC2023-002,2023-07-28,2023-07-14,2024-01-12,2025-12-31,Regulado,NTCG,NTC,Nitroenergy,105.12,352.85,0.0,False,PLANO,2023-01-05,3,1.0
CP-CDNC2023-003,2023-10-11,2023-09-28,2024-01-12,2025-12-31,Regulado,IAEC,IAE,Ia Energía,4.2048,395.0,0.0,False,PLANO,2023-01-05,3,1.0
CP-CDNC2023-003,2023-10-11,2023-09-28,2023-01-12,2033-12-31,Regulado,SPRG,SPR,Esprod,1.0,840.0,0.0,False,PLANO,2023-01-05,1,1.0
CP-CDNC2023-003,2023-10-11,2023-09-28,2024-01-12,2025-12-31,Regulado,SPRG,SPR,Esprod,22.5,349.5,69.2,True,PLANO,2023-01-05,3,1.0
CP-CDNC2023-003,2023-10-11,2023-09-28,2024-01-12,2025-12-31,Regulado,SPRG,SPR,Esprod,9.0,348.3,100.0,True,PLANO,2023-01-05,3,2.0
CP-CDNC2023-004,2024-01-12,2023-12-28,2024-01-03,2037-12-31,Regulado,NMRG,NMR,Nmrg,344.904,369.79,0.0,False,CURVA,2023-01-11,4,1.0
CP-CDNC2023-004,2024-01-12,2023-12-28,2024-01-03,2037-12-31,Regulado,SPRG,SPR,Esprod,124.01472,335.45,100.0,True,CURVA,2023-01-11,4,1.0
CP-CDNC2023-004,2024-01-12,2023-12-28,2024-01-12,2025-12-31,Regulado,TRMG,TRM,Termotasajero,43.800000000000004,389.9,0.0,False,PLANA,2023-01-11,2,1.0
CP-CDNC2023-004,2024-01-12,2023-12-28,2024-01-12,2025-12-31,Regulado,TRMG,TRM,Termotasajero,43.800000000000004,394.9,0.0,False,PLANA,2023-01-11,2,2.0
CP-CDNC2024-001,2024-07-18,2024-07-05,2025-01-01,2025-12-31,Regulado,CEOC,CEO,Ceo,4.51,398.45,0.0,False,PLANO,2024-01-05,2,1.0
CP-CDNC2024-001,2024-07-18,2024-07-05,2025-01-01,2025-12-31,Regulado,DEPG,DEP,Depi,43.800000000000004,369.8999999999999,0.0,False,PLANO,2024-01-05,2,1.0
CP-CDNC2024-001,2024-07-18,2024-07-05,2024-01-12,2024-12-31,Regulado,EPTC,EPT,Eptc,3.12,369.8,0.0,False,PLANO,2024-01-05,1,1.0
CP-CDNC2024-001,2024-07-18,2024-07-05,2025-01-01,2025-12-31,Regulado,GASC,GAS,Generarco,26.076,368.0,0.0,False,PLANO,2024-01-05,2,1.0
CP-CDNC2024-001,2024-07-18,2024-07-05,2025-01-01,2025-12-31,Regulado,GASC,GAS,Generarco,11.52,398.0,0.0,False,PLANO,2024-01-05,3,1.0
CP-CDNC2024-001,2024-07-18,2024-07-05,2025-01-01,2025-12-31,Regulado,IAEC,IAE,Ia Energía,1.464,369.8999999999999,0.0,False,PLANO,2024-01-05,2,1.0
CP-CDNC2024-001,2024-07-18,2024-07-05,2025-01-01,2025-12-31,Regulado,PRYC,PRY,Proenergy,43.800000000000004,392.89000000000004,0.0,False,PLANO,2024-01-05,2,1.0
CP-CDNC2024-001,2024-07-18,2024-07-05,2025-01-01,2025-12-31,Regulado,PRYC,PRY,Proenergy,43.800000000000004,397.89000000000004,0.0,False,PLANO,2024-01-05,2,2.0
CP-CDNC2024-001,2024-07-18,2024-07-05,2025-01-01,2025-12-31,Regulado,SPRG,SPR,Esprod,16.005,369.0,0.0,False,PLANO,2024-01-05,2,1.0
CP-CDNC2024-001,2024-07-18,2024-07-05,2025-01-01,2025-12-31,Regulado,SPRG,SPR,Esprod,16.007,383.0,0.0,False,PLANO,2024-01-05,2,2.0
CP-CDNC2024-002,2024-09-18,2024-09-05,2025-01-01,2025-12-31,Regulado,CEOG,CEO,Ceog,4.506,368.0,94.75,True,PLANO,2024-01-07,2,1.0
CP-CDNC2024-002,2024-09-18,2024-09-05,2024-12-01,2024-12-31,Regulado,NTCG,NTC,Nitroenergy,10.416,359.89,100.0,True,PLANO,2024-01-07,1,1.0
CP-CDNC2024-002,2024-09-18,2024-09-05,2025-01-01,2025-12-31,Regulado,NTCG,NTC,Nitroenergy,87.60000000000001,367.99,52.0,True,PLANO,2024-01-07,2,1.0
CP-CDNC2024-002,2024-09-18,2024-09-05,2025-01-01,2025-12-31,Regulado,SPRG,SPR,Esprod,13.5856,359.5,0.0,False,PLANO,2024-01-07,2,1.0
CP-CDNC2024-002,2024-09-18,2024-09-05,2025-01-01,2025-12-31,Regulado,SPRG,SPR,Esprod,20.37833,348.8999999999999,100.0,True,PLANO,2024-01-07,2,2.0
CP-CDNC2024-003,2024-10-17,2024-10-03,2026-01-01,2031-12-31,Regulado,CDNG,CDN,Cedenar,548.86621,280.19,99.9722229275,True,CURVA,2024-08-01,1,1.0
CP-CDNC2024-003,2024-10-17,2024-10-03,2027-01-01,2031-12-31,Regulado,CEOC,CEO,Ceo,270.57744,310.55199999999996,100.0,True,CURVA,2024-08-01,1,3.0
CP-CDNC2024-003,2024-10-17,2024-10-03,2026-01-01,2031-12-31,Regulado,GECG,GEC,Gecelca,701.16,305.26166666666666,83.33333333333333,True,CURVA,2024-08-01,1,2.0
CP-CDNC2024-003,2024-10-17,2024-10-03,2029-01-01,2030-12-31,Regulado,SPRC,SPR,Esprod,145.7275,313.59999999999997,100.0,True,CURVA,2024-08-01,1,4.0
CP-CDNC2024-005,2024-12-18,2024-12-05,2029-01-01,2030-12-31,Regulado,IACG,IAC,Iacg,8.76,325.0,0.0,False,PLANO,2024-10-01,3,1.0
CP-CDNC2024-005,2024-12-18,2024-12-05,2030-01-01,2030-12-31,Regulado,IACG,IAC,Iacg,8.76,325.0,0.0,False,CURVA,2024-10-01,4,1.0
CP-CDNC2024-005,2024-12-18,2024-12-05,2031-01-01,2031-12-31,Regulado,IACG,IAC,Iacg,8.76,325.0,0.0,False,CURVA,2024-10-01,5,1.0
CP-CDNC2024-005,2024-12-18,2024-12-05,2027-01-01,2027-12-31,Regulado,SPRG,SPR,Esprod,28.5,334.3,100.0,True,CURVA,2024-10-01,1,1.0
CP-CDNC2024-005,2024-12-18,2024-12-05,2028-01-01,2028-12-31,Regulado,SPRG,SPR,Esprod,22.0,328.7,100.0,True,PLANO,2024-10-01,2,1.0
CP-CDNC2024-005,2024-12-18,2024-12-05,2029-01-01,2029-12-31,Regulado,SPRG,SPR,Esprod,39.6,318.3,100.0,True,PLANO,2024-10-01,3,1.0
CP-CDNC2024-005,2024-12-18,2024-12-05,2030-01-01,2031-12-31,Regulado,SPRG,SPR,Esprod,74.0,315.0,100.0,True,CURVA,2024-10-01,4,1.0
CP-CDNC2024-006,2024-12-27,2024-12-13,2025-01-01,2025-12-31,Regulado,SPRG,SPR,Esprod,23.113,414.5,0.0,False,CURVA,2024-01-10,1,1.0
CP-CDNC2025-001,2025-07-03,2025-06-18,2025-08-01,2025-08-31,Regulado,BTGC,BTG,Btg,7.44,380.0,0.0,False,CURVA,2025-04-01,1,1.0
CP-CDNC2025-001,2025-07-03,2025-06-18,2025-12-01,2025-12-31,Regulado,BTGC,BTG,Btg,11.16,450.0,0.0,False,CURVA,2025-04-01,2,1.0
CP-CDNC2025-001,2025-07-03,2025-06-18,2025-08-01,2025-08-31,Regulado,CMXG,CMX,Cemex Energy,7.44,320.0,0.0,False,CURVA,2025-04-01,1,1.0
CP-CDNC2025-001,2025-07-03,2025-06-18,2025-08-01,2025-08-31,Regulado,GASC,GAS,Generarco,2.23,310.0,0.0,False,CURVA,2025-04-01,1,1.0
CP-CDNC2025-001,2025-07-03,2025-06-18,2025-12-01,2025-12-31,Regulado,GASC,GAS,Generarco,2.23,410.0,0.0,False,CURVA,2025-04-01,2,1.0
CP-CDNC2025-001,2025-07-03,2025-06-18,2025-08-01,2025-08-31,Regulado,GNCG,GNC,Vatia,7.44,295.0,0.0,False,CURVA,2025-04-01,1,1.0
CP-CDNC2025-001,2025-07-03,2025-06-18,2025-08-01,2025-08-31,Regulado,ISGG,ISG,Isagen,7.44,274.4,100.0,True,CURVA,2025-04-01,1,1.0
CP-CDNC2025-001,2025-07-03,2025-06-18,2025-12-01,2025-12-31,Regulado,ISGG,ISG,Isagen,4.46,315.05,100.0,True,CURVA,2025-04-01,2,1.0
CP-CDNC2025-001,2025-07-03,2025-06-18,2025-08-01,2025-08-31,Regulado,NESC,NES,Nova Energy,0.65,360.0,0.0,False,CURVA,2025-04-01,1,1.0
CP-CDNC2025-001,2025-07-03,2025-06-18,2025-08-01,2025-08-31,Regulado,PRYC,PRY,Proenergy,7.44,329.0,0.0,False,CURVA,2025-04-01,1,1.0
